actual, expected
1, 0
2, 0
1, 0
2, 0
1, 0
0, 0
2, 0
1, 0
1, 0
2, 0
2, 0
1, 0
2, 0
1, 0
1, 0
1, 0
0, 0
1, 0
2, 0
1, 0
2, 0
2, 0
1, 0
1, 0
2, 0
2, 0
1, 0
1, 0
1, 0
2, 0
2, 0
2, 0
1, 0
1, 0
1, 0
1, 0
2, 0
1, 0
2, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
2, 0
1, 0
2, 0
1, 0
1, 0
1, 0
2, 0
1, 0
1, 0
2, 0
0, 0
2, 0
1, 0
2, 0
2, 0
1, 0
3, 250
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
3, 0
2, 0
2, 0
1, 0
1, 0
1, 0
1, 0
2, 0
1, 0
1, 0
2, 0
1, 0
2, 0
1, 0
1, 0
1, 0
1, 0
1, 0
0, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
2, 0
1, 0
1, 0
1, 0
1, 0
1, 0
2, 0
2, 0
2, 0
1, 0
1, 0
1, 0
2, 0
2, 0
1, 0
1, 0
1, 0
1, 0
2, 0
1, 0
1, 0
2, 0
2, 0
1, 0
1, 0
1, 0
2, 0
3, 5
1, 0
2, 0
2, 0
1, 0
2, 0
1, 0
1, 0
1, 0
2, 0
2, 0
1, 0
2, 0
2, 0
1, 0
2, 0
1, 0
1, 0
2, 0
1, 0
1, 0
2, 0
1, 0
1, 0
1, 0
1, 0
2, 0
1, 0
0, 0
2, 0
2, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
2, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
2, 0
2, 0
1, 0
1, 0
1, 0
2, 0
1, 0
2, 0
1, 0
1, 0
2, 0
1, 0
1, 0
1, 0
1, 0
1, 0
2, 0
1, 0
2, 0
2, 0
1, 0
1, 0
1, 0
2, 0
1, 0
0, 0
1, 0
1, 0
1, 0
247.000000
