epoch,accuracy,loss,val_accuracy,val_loss
0,0.04029000177979469,5.718469142913818,0.004900000058114529,7.548114339333407e+17
1,0.09457000344991684,4.793694972991943,0.004900000058114529,3.0255151334427554e+21
2,0.13752000033855438,4.43568229675293,0.0038999998942017555,1.8029998978591195e+23
